Shark,Direction_of_Swim,Depth,Raw_w_another_shark,Raw_Position_other_shark,Raw_Depth_other_shark,Second_other_Shark,Second_Shark_Position,Second_Shark_Depth,Third_Other_Shark,Third_Shark_Position,Third_Shark_Depth
AL,CC,S,TA,B,,,,,,,
TA,CC,D,TR,B,E,,,,,,
TR,CC,D,TA,A,E,AL,B,H,,,
TR,CC,S,TA,X,,,,,,,
YU,CW,,TR,X,E,,,,,,
YU,CW,VD,TR,X,E,,,,,,
YU,CW,VD,AL,B,H,,,,,,
YU,CW,D,TA,B,E,,,,,,
YU,CW,D,AL,A,H,,,,,,
YU,CW,B,TA,N,L,,,,,,
YU,CW,B,AL,A,E,,,,,,
TA,CC,B,TR,X,L,,,,,,
TA,CC,S,TR,B,E,,,,,,
TA,CC,S,AL,X,L,,,,,,
AL,CW,S,TA,X,,,,,,,
TA,CW,B,AL,B,L,,,,,,
TA,CC,B,AL,X,E,,,,,,
TR,CW,B,AL,B,E,,,,,,
AL,CW,B,TR,B,E,,,,,,
AL,CW,B,TR,X,E,,,,,,
AL,CW,B,TR,X,H,,,,,,
TR,CW,D,AL,X,H,,,,,,
AL,CW,S,TA,X,L,,,,,,
AL,CW,S,TR,B,,,,,,,
TR,CW,B,AL,B,,,,,,,
TR,CW,B,AL,B,H,,,,,,
TR,CW,S,AL,B,E,,,,,,
AL,CW,S,TR,B,E,,,,,,
AL,CW,S,TA,A,E,,,,,,
AL,CW,S,TA,B,E,,,,,,
TR,CW,S,AL,B,L,,,,,,
AL,CW,B,TR,A,H,,,,,,
AL,CW,S,TA,X,L,,,,,,
TA,CW,S,AL,B,E,,,,,,
AL,CW,S,TR,N,E,,,,,,
TR,CW,S,TA,X,H,,,,,,
TR,CW,S,AL,B,E,,,,,,
AL,CW,S,TR,A,E,,,,,,
TR,CW,S,AL,A,E,,,,,,
AL,CW,S,TR,B,E,,,,,,
TR,CW,S,TA,X,E,,,,,,
AL,CW,S,TA,X,H,,,,,,
AL,CW,S,TR,B,L,,,,,,
TA,CC,D,AL,A,H,,,,,,
AL,CC,S,TA,B,,,,,,,
AL,CW,S,TA,X,L,,,,,,
TA,CW,B,TR,X,L,,,,,,
TR,CW,B,TA,A,E,,,,,,
TA,CW,B,TR,B,E,,,,,,
AL,CW,S,TA,A,L,,,,,,
TA,CW,B,AL,B,H,,,,,,
AL,CW,S,TR,N,E,,,,,,
TR,CW,D,AL,B,H,,,,,,
AL,CW,S,TR,A,L,,,,,,
TA,CW,D,AL,B,H,,,,,,
AL,CW,S,TA,A,L,,,,,,
TA,CW,D,AL,B,H,,,,,,
TR,CW,B,AL,N,H,,,,,,
AL,CW,S,TR,N,L,,,,,,
AL,CW,S,TR,B,E,,,,,,
TA,CW,B,TR,N,E,,,,,,
AL,CW,B,TR,B,E,,,,,,
TR,CW,B,AL,A,E,,,,,,
TR,CW,D,AL,A,H,,,,,,
TR,CW,D,AL,B,H,,,,,,
TA,CW,B,AL,A,H,,,,,,
AL,CW,S,TA,B,L,,,,,,
TA,CW,B,TR,N,H,,,,,,
TR,CW,B,TA,B,H,,,,,,
AL,CW,S,TR,B,E,,,,,,
AL,CW,B,TA,B,E,,,,,,
TA,CW,D,AL,A,H,,,,,,
TR,CW,D,TA,A,H,,,,,,
TR,CW,D,TA,B,E,,,,,,
TR,CW,D,TA,B,H,,,,,,
TA,CW,B,TR,A,L,,,,,,
TA,CW,B,YU,N,E,,,,,,
TA,,S,TR,B,,,,,,,
AL,CC,S,TR,X,,,,,,,
TA,CW,S,TR,B,,AL,B,,,,
TA,CW,S,TR,B,E,,,,,,
TA,CW,B,TR,B,,,,,,,
AL,CC,S,TA,B,L,,,,,,
TA,CC,B,AL,A,H,,,,,,
TA,CW,D,TR,N>B,L,,,,,,
TR,CW,B,TA,N,L,,,,,,
TA,CW,S,TR,B,L,,,,,,
AL,CW,S,TR,B,L,,,,,,
AL,CC,S,TA,X,,,,,,,
TA,CC,S,AL,X,,,,,,,
AL,CW,S,TA,X,,,,,,,
TR,CW,D,TA,,H,,,,,,
TR,CW,B,TA,,H,,,,,,
AL,CW,B,TR,B,L,,,,,,
TA,CW,B,TR,X,L,,,,,,
AL,CW,B,TR,X,L,,,,,,
TA,CW,B,TR,X,L,,,,,,
AL,CW,S,TR,X,L,,,,,,
AL,CW,D,TR,,L,,,,,,
AL,CW,B,TA,X,,,,,,,
TR,CW,D,AL,B,E,,,,,,
AL,CW,S,TR,A,L,,,,,,
AL,CW,S,TA,B,E,,,,,,
TA,CW,D,AL,B,H,,,,,,
AL,CW,S,TA,B,E,,,,,,
TA,CW,S,AL,B,E,,,,,,
AL,CW,B,TA,X,E,,,,,,
TA,CW,S,AL,A,E,,,,,,
AL,CW,S,TA,B,E,,,,,,
TR,CW,S,AL,X,L,,,,,,
TA,CW,S,TR,X,,,,,,,
TR,CC,B,TA,,H,,,,,,
AL,CC,B,YU,X,E,,,,,,
AL,CC,D,TA,,H,,,,,,
TR,CC,VD,AL,X,H,,,,,,
AL,CW,S,TA,B,L,,,,,,
AL,CW,B,TA,B,L,,,,,,
TA,CW,B,AL,A,H,,,,,,
AL,CW,S,TA,B,L,,,,,,
TA,CW,B,AL,A,H,,,,,,
TR,CW,B,TA,A,E,,,,,,
TR,CC,S,AL,B,L,TA,X,,,,
AL,CC,S,TA,X,,,,,,,
AL,CC,D,TR,X,,,,,,,
AL,CC,B,TA,X,,,,,,,
TA,CC,D,AL,X,,,,,,,
TR,CW,D,TA,N,H,,,,,,
TR,CC,B,TA,,H,,,,,,
TA,CW,B,TR,B,E,,,,,,
TA,CW,B,TR,B,E,,,,,,
AL,,S,TR,B,,,,,,,
AL,,S,TR,B,L,,,,,,
TA,CW,S,AL,B,E,,,,,,
TA,CW,B,TR,B,E,,,,,,
TR,CW,VD,TA,A,H,,,,,,
TA,CW,B,TR,B,E,,,,,,
TR,CW,B,TA,E,,,,,,,
TA,CW,B,AL,A,H,,,,,,
AL,CW,S,TR,,L,,,,,,
AL,CW,S,TA,N,L,,,,,,
TA,CW,B,TR,N,L,,,,,,
AL,CW,D,TR,A,H,,,,,,
AL,CW,B,TA,B,E,,,,,,
TR,CW,D,TA,,L,,,,,,
TR,CC,B,AL,A,H,,,,,,
TR,CW,D,AL,X,H,,,,,,
AL,CC,S,TA,,L,,,,,,
AL,CC,B,TA,,E,,,,,,
AL,CC,S,TR,X,L,,,,,,
AL,CC,S,TR,,L,,,,,,
AL,CC,S,TR,X,E,,,,,,
AL,CC,B,TR,X,L,,,,,,
TR,CC,D,AL,B,H,,,,,,
AL,CC,B,TR,B,E,TA,B,E,,,
TA,CC,B,TR,X,L,,,,,,
TR,CC,S,AL,B,E,TA,X,E,,,
TR,CW,D,TA,X,H,,,,,,
TR,CW,B,TA,X,H,,,,,,
TR,CW,D,TA,A,H,,,,,,
TA,CW,S,AL,B,H,,,,,,
TR,CW,B,AL,B,H,,,,,,
AL,CC,S,TR,X,,,,,,,
TA,CW,D,AL,X,H,,,,,,
AL,CC,B,TA,X,L,,,,,,
AL,CC,S,TA,X,E,,,,,,
TA,CC,B,TA,X,E,,,,,,
TA,CC,S,AL,X,E,,,,,,
AL,CC,S,TA,X,E,,,,,,
AL,CC,S,TR,B,E,,,,,,
AL,CC,S,TR,X,L,,,,,,
AL,CC,B,TR,X,L,,,,,,
AL,CC,S,TR,X,L,,,,,,
AL,CC,S,TR,,E,TA,,L,,,
TA,CC,B,TR,X,L,YU,,H,,,
AL,CC,S,TR,B,E,TA,B,E,,,
AL,CW,B,TR,B,E,,,,,,
TA,CC,D,TR,X,H,,,,,,
AL,CW,B,TR,B,L,,,,,,
TR,CC,B,TA,X,L,,,,,,
TA,CC,B,AL,B,E,,,,,,
AL,CW,S,TR,X,L,,,,,,
TR,CW,B,TA,X,E,,,,,,
AL,CW,S,TA,X,H,,,,,,
AL,CW,S,TR,X,L,,,,,,
TA,CC,S,TR,X,,,,,,,
TA,CC,B,AL,,L,,,,,,
TA,CC,B,AL,,L,,,,,,
AL,CC,B,TA,,E,,,,,,
AL,CC,B,TR,,L,,,,,,
AL,CC,B,TA,,E,,,,,,
TR,CC,S,AL,,L,,,,,,
TA,CC,B,AL,B,H,,,,,,
AL,CC,S,TA,A,L,,,,,,
AL,CC,S,TA,B,L,,,,,,
TA,CW,S,TR,B,E,,,,,,
TR,CW,B,AL,B,H,,,,,,
AL,CW,B,TR,B,H,,,,,,
AL,CC,B,TA,B,L,,,,,,
TA,CW,B,AL,B,E,,,,,,
AL,CW,S,TA,B,L,,,,,,
AL,CW,B,TA,X,E,TR,X,L,,,
AL,CW,D,TA,,H,,,,,,
TR,CW,B,TA,A,L,AL,A,L,,,
TR,CW,B,TA,B,H,,,,,,
TR,CW,B,TA,B,H,,,,,,
TR,CW,B,TA,B,H,,,,,,
AL,,S,TA,B,,,,,,,
TR,,B,YU,B,,,,,,,
AL,,S,YU,B,,,,,,,
TR,,,TA,B,,,,,,,
TR,CC,,YU,B,,,,,,,
AL,CC,S,TA,B,E,,,,,,
AL,CC,S,TA,B,E,,,,,,
AL,CC,S,TA,B,E,,,,,,
AL,CC,S,TA,N,E,,,,,,
YU,CW,S,TR,B,L,,,,,,
AL,CC,S,TR,B,L,,,,,,
AL,CC,S,TA,X,E,,,,,,
AL,CC,B,TR,X,L,,,,,,
AL,CC,S,TA,X,E,,,,,,
TR,CW,B,AL,X,E,,,,,,
AL,CC,S,TA,X,E,,,,,,
AL,CC,S,TR,X,L,,,,,,
TA,CC,B,TR,X,L,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CW,S,AL,A,E,,,,,,
AL,CC,S,TA,B,E,,,,,,
AL,CC,S,TR,B,E,,,,,,
AL,CC,S,TR,X,E,,,,,,
TR,CW,D,TR,B,H,,,,,,
AL,CC,S,TA,A,E,,,,,,
AL,CC,S,TR,B,E,,,,,,
AL,CW,S,TR,A,L,YU,N,E,,,
TR,CW,S,AL,NE,L,,,,,,
YU,CW,VD,AL,,H,,,,,,
TR,CC,VD,AL,,H,,,,,,
TR,CC,B,AL,A,H,,,,,,
AL,CC,S,TR,B,L,,,,,,
TA,CW,S,TR,,E,,,,,,
TA,CW,S,TR,,L,,,,,,
TA,CW,S,TR,B,L,,,,,,
AL,CW,S,TA,A,E,,,,,,
TR,CW,B,TA,B,H,,,,,,
TA,CW,B,TR,A,L,,,,,,
AL,CW,S,TR,B,L,,,,,,
TR,CW,D,AL,A,H,,,,,,
TR,CW,D,AL,,H,,,,,,
AL,CW,S,TA,N,E>L,,,,,,
TR,CW,B,AL,N,H,,,,,,
TA,CW,S,TR,,L,,,,,,
TR,CC,D,AL,,H,,,,,,
TA,CC,D,AL,N,E,,,,,,
AL,CC,S,TA,A,E,,,,,,
AL,CC,S,TR,A,H,,,,,,
TR,CC,D,AL,B,H,,,,,,
TR,CW,D,TA,A,H,,,,,,
TA,CW,B,TR,B,L,,,,,,
AL,CC,S,TA,B,E,,,,,,
TA,CC,B,AL,A,,,,,,,
AL,CC,S,TR,B,,,,,,,
AL,CC,S,TA,X,E,,,,,,
AL,CC,S,TR      ,X,L,TA,X,E,,,
AL,CC,B,TR,,L,,,,,,
AL,CW,S,TR,,L,,,,,,
TR,CC,B,,B,E,,,,,,
AL,CC,S,,A,E,,,,,,
AL,CC,S,,,L,,,,,,
AL,CC,S,,,L,,,,,,
AL,CW,S,,E,,,,,,,
TR,CW,B,,E,,,,,,,
AL,CW,S,,E,,,,,,,
AL,CW,VD,TA,B,L,,,,,,
TR,CW,B,AL,B,H,TA,B,L,,,
TR,CW,B,TA,X,H,,,,,,
AL,CC,S,,X,E,,,,,,
AL,CW,B,,X,L,,,,,,
TR,CC,B,AL,X,H,,,,,,
TA,CC,S,,A,L,,,,,,
AL,CC,S,,A,L,,,,,,
TA,CC,B,,B,H,,,,,,
TA,CC,S,,B,E,,,,,,
AL,CC,S,,X,E,,,,,,
YU,CW,B,,,H,,,,,,
AL,CW,S,TA,B,E,,,,,,
AL,CC,S,TA,,E,,,,,,
YU,CW,S,TR,A,E,,,,,,
TR,CW,D,AL,X,H,,,,,,
AL,CC,S,TR,X,L,,,,,,
AL,CW,S,TR,X,L,,,,,,
AL,CC,S,TA,B,L,,,,,,
AL,CC,S,TR,X,L,,,,,,
TR,CC,B,AL,X,E,,,,,,
TR,CW,D,AL,A,H,,,,,,
AL,CW,S,TR,B,L,,,,,,
TR,CW,B,AL,B,H,,,,,,
AL,CW,S,TR,A,L,,,,,,
TR,CW,D,AL,B,H,,,,,,
TA,CW,S,TR,B,L,,,,,,
AL,CC,S,TA,X,L,,,,,,
AL,CW,S,TR,X,L,,,,,,
TA,CC,D,TR,,H,,,,,,
TA,CC,D,TR,,H,,,,,,
TA,CC,D,AL,,H,,,,,,
TA,CC,D,AL,B,H,,,,,,
TA,CC,B,AL,B,H,,,,,,
TA,CW,S,TR,B,L,,,,,,
AL,CC,S,TR,X,L,TA,X,L,,,
AL,CW,S,YU,N,,,,,,,
TR,CW,B,TA,X,L,,,,,,
TR,CW,B,AL,B,E,,,,,,
TR,CW,B,AL,B,H,,,,,,
TR,CW,B,TA,B,E,,,,,,
TR,CC,S,TA,B,L,,,,,,
AL,CW,S,TR,A,L,,,,,,
TA,CC,B,TA,B,L,,,,,,
TA,CC,S,TR,A,H,,,,,,
TA,CC,B,TR,X,,,,,,,
AL,CC,S,TA,A,L,,,,,,
TA,CC,VD,AL,B,H,,,,,,
TA,CW,S,AL,X,L,,,,,,
AL,CC,S,TR,B,,,,,,,
TA,CC,S,TR,B,,,,,,,
TA,CC,B,TR,X,H,AL,X,H,,,
TA,CC,B,TR,X,E,AL,X,E,,,
TR,CW,D,AL,B,H,,,,,,
AL,CC,S,TA,B,L,,,,,,
AL,CC,S,TR,X,L,,,,,,
TA,CC,B,AL,X,H,,,,,,
AL,CC,B,TR,X,L,,,,,,
AL,CC,S,TR,X,L,TA,B,L,,,
TA,CC,D,AL,,H,,,,,,
TR,CW,B,TA,B,H,,,,,,
YU,CW,S,AL,X,E,,,,,,
TA,CW,S,AL,X,E,,,,,,
AL,CC,S,TR,N,E,TA,B,E,,,
TA,CC,B,AL,B,H,,,,,,
TA,CC,S,AL,B,E,,,,,,
TR,CW,S,TA,B,E,,,,,,
AL,CC,S,TA,X,E,,,,,,
TR,CW,S,TA,B,E,,,,,,
AL,CC,S,TA,N,E,,,,,,
AL,CC,S,TA,B,L,,,,,,
TA,CC,S,AL,X,E,,,,,,
TA,CC,B,TR,A,E,,,,,,
TA,CC,B,TR,X,E,,,,,,
AL,CW,S,TA,X,L,,,,,,
AL,CC,S,TR,X,L,,,,,,
TR,CW,D,TA,X,E,,,,,,
TA,CC,B,AL,X,H,,,,,,
AL,CC,S,TA,B,L,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CC,S,TR,B,L,,,,,,
TR,CC,S,TA,B,L,,,,,,
AL,CW,B,TA,X,H,,,,,,
AL,CW,S,TA,B,E,,,,,,
TR,CW,S,TA,X,E,,,,,,
TA,CC,S,TR,B,E,,,,,,
TR,CW,B,AL,B,E,,,,,,
TR,CW,D,TA,X,H,,,,,,
TA,CW,S,TR,B,L,,,,,,
TR,CW,B,TR,,L,AL,B,H,,,
AL,CW,S,TA,A,L,,,,,,
AL,CW,S,TR,,L,,,,,,
TA,CW,D,TR,,E,,,,,,
TA,CW,S,TR,,L,,,,,,
TA,CW,S,TR,,L,,,,,,
AL,CC,S,TA,X,E,,,,,,
TA,CC,VD,AL,B,E,,,,,,
TR,CW,S,TA,B,E,,,,,,
TR,CC,S,AL,X,L,,,,,,
AL,CC,S,TR,X,E,TA,X,E,,,
AL,CW,B,TR,N,E,TA,B,H,,,
TA,CC,S,TR,B,E,,,H,,,
AL,CC,S,TA,X,E,,,,,,
TA,CC,S,AL,B,E,,,,,,
AL,CC,S,TA,B,E,,,,,,
TA,CC,S,TR,X,L,AL,X,E,,,
TA,CC,B,AL,B,H,,,,,,
AL,CC,S,TA,B,L,,,,,,
TA,CC,S,TR,X,L,AL,X,E,,,
TR,CW,S,AL,B,E,,,,,,
AL,CC,S,TA,B,E,,,,,,
TR,CW,S,TA,X,L,,,,,,
TR,CC,S,AL,X,E,,,,,,
TA,CC,B,AL,B,H,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CC,B,AL,B,H,,,,,,
AL,CC,S,TA,X,E,,,,,,
AL,CC,S,TR,X,L,,,,,,
TA,CC,B,TR,X,L,AL,B,H,,,
TA,CC,B,AL,B,E,,,,,,
TR,CW,S,AL,B,L,TA,X,E,,,
TA,CW,S,AL,B,E,,,,,,
AL,CW,S,TA,B,E,,,,,,
TA,CW,B,AL,B,H,,,,,,
AL,CW,S,TA,A,E,,,,,,
AL,CC,S,TR,X,L,,,,,,
TR,CC,B,TA,X,H,,,,,,
AL,CC,S,TR,X,L,TA,X,E,,,
TA,CC,D,AL,B,H,,,,,,
TA,CC,S,AL,B,E,TR,X,L,,,
TA,CC,B,AL,B,H,,,,,,
TA,CC,B,AL,X,E,,,,,,
AL,CC,S,TA,X,L,TR,,E,,,
AL,CC,S,TA,X,L,TR,X,L,,,
AL,CC,S,TR,X,L,,,,,,
AL,CC,S,TA,X,L,,,,,,
AL,CC,S,TA,X,L,,,,,,
TA,CC,B,TR,X,L,,,,,,
AL,CC,S,TR,X,L,TA,X,E,,,
TA,CC,S,TR,X,L,,,,,,
AL,CC,S,TR,X,L,,,,,,
YU,CW,B,YU,N,E,,,,,,
AL,CC,S,YU,X,E,,,,,,
TR,CC,S,AL,B,L,,,,,,
AL,CC,S,YU,X,L,,,,,,
TR,CC,S,AL,B,E,,,,,,
YU,CW,S,TR,B,L,,,,,,
TA,CC,S,TA,X,E,TR,X,L,,,
TR,CW,D,TA,X,H,,,,,,
TA,CW,S,TR,N>B,L,,,,,,
TR,CW,B,AL,X,H,,,,,,
TR,CW,B,TA,X,L,AL,X,H,,,
AL,CW,S,TR,B,L,,,,,,
TR,CW,B,AL,B,H,,,,,,
TR,CC,S,AL,B,L,TR,,E,,,
TA,CC,B,AL,B,H,TR,B,H,,,
TA,CC,S,AL,B,E,,,,,,
AL,CC,S,TR,B,E,,,,,,
TA,CC,S,AL,B,L,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CC,S,AL,B,E,,,,,,
AL,CC,B,TR,X,H,TA,B,H,,,
AL,CC,S,TR,X,E,,,,,,
TA,CC,S,AL,B,E,,,,,,
AL,CC,S,TA,B,L,,,,,,
AL,CC,S,TA,B,E,TR,X,L,,,
TA,CC,S,AL,B,E,,,,,,
AL,CC,S,TR,B,E,,,,,,
AL,CC,B,TA,X,H,,,,,,
TA,CC,B,TR,A,E,AL,B,H,,,
AL,CC,S,TA,X,L,TR,X,L,,,
TA,CC,B,TR,X,L,,,,,,
YU,CW,B,TA,N,E,,,,,,
TA,CC,B,AL,B,H,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CC,B,AL,B,H,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CC,S,AL,B,E,TR,X,L,,,
AL,CC,S,TR,,XL,,,,,,
AL,CC,S,TR,A,E,,,,,,
TA,CC,B,AL,X,H,TR,X,L,,,
AL,CC,S,TA,X,E,TR,B,E,,,
TR,CW,S,TA,B,E,,,,,,
AL,CC,S,TR,N,L,TA,X,E,,,
TA,CC,S,TR,X,H,,,,,,
AL,CC,B,TR,X,L,,,,,,
AL,CC,S,TA,A,E,,,,,,
AL,CC,S,TA,B,E,,,,,,
AL,CC,S,TR,B,E,,,,,,
AL,CC,S,TA,X,E,,,,,,
AL,CC,S,TR,X,L,,,,,,
TA,CC,B,AL,B,H,,,,,,
AL,CC,S,TA,B,L,,,,,,
YU,CW,B,TR,B,L,,,,,,
AL,CC,B,TA,X,E,,,,,,
TA,CC,B,TR,X,E,,,,,,
TA,CC,B,AL,B,H,,,,,,
TR,CW,B,TA,B,H,,,,,,
TR,CC,S,AL,B,E,,,,,,
AL,CC,S,TR,X,H,,,,,,
AL,CC,S,TA,A,E,TR,X,L,,,
AL,CC,S,TA,,L,,,,,,
TR,CW,S,TA,,H,,,,,,
TA,CC,B,TR,,L,,,,,,
AL,CW,S,TR,B,L,,,,,,
TR,CW,B,AL,A,H,,,,,,
TA,CC,D,AL,,H,,,,,,
AL,CW,S,TA,,L,,,,,,
TA,CC,VD,TR,,H,,,,,,
AL,CC,D,TA,,H,,,,,,
TA,CW,VD,AL,,L,,,,,,
TR,CC,B,AL,,,,,,,,
AL,CW,D,TA,B,H,,,,,,
TR,CW,D,TA,B,H,,,,,,
TR,CC,B,TA,X,H,,,,,,
AL,CW,B,TA,B,,,,,,,
TR,CC,S,TA,A,E,,,,,,
TR,CC,S,TA,B,L,,,,,,
TA,CW,B,TR,X,H,,,,,,
AL,CC,B,TA,X,L,,,,,,
AL,CC,S,TR,,L,,,,,,
TR,CW,VD,AL,,H,,,,,,
TR,CW,D,TA,,H,,,,,,
AL,CC,S,TA,,L,,,,,,
TR,CC,VD,TR,,L,,,,,,
TA,CW,S,AL,,H,,,,,,
TA,CW,S,TA,,H,,,,,,
AL,CC,S,TR,,L,,,,,,
AL,CC,S,TR,,L,,,,,,
AL,CC,S,TR,,E,,,,,,
TR,CC,S,AL,B,E,,,,,,
TR,CW,B,TA,A,,,,,,,
TA,CC,B,AL,B,E,,,,,,
AL,CC,S,TR,,E,,,,,,
AL,CC,S,TR,B,E,,,,,,
TR,CC,D,TA,B,E,,,,,,
AL,CC,S,TA,B,L,,,,,,
AL,CW,D,TR,X,E,,,,,,
TR,CW,VD,AL,,H,,,,,,
AL,CC,S,TR,,L,,,,,,
AL,CW,B,TR,X,L,,,,,,
TA,CW,B,TA,X,H,,,,,,
TR,CW,VD,AL,,H,,,,,,
AL,CW,S,TR,,L,,,,,,
TA,CW,B,TA,,H,,,,,,
TR,CC,B,TR,,L,AL,,L,,,
AL,CW,B,TA,,H,,,,,,
YU,,B,TA,B,H,AL,,H,,,
AL,CC,S,YU,,L,,,,,,
AL,CC,S,TR,,L,,,,,,
TR,CC,S,TR,,H,,,,,,
AL,CW,D,AL,,,,,,,,
TA,CC,B,TR,,L,,,,,,
AL,CC,S,TR,,L,,,,,,
TR,CW,D,AL,,H,,,,,,
AL,CC,S,TR,,L,,,,,,
TR,CC,S,TA,B,L,,,,,,
TR,CW,S,TA,,L,,,,,,
TA,CC,D,TR,,H,,,,,,
TR,CW,S,TA,,H,,,,,,
TA,CC,D,TR,,L,,,,,,
AL,CC,S,TA,,E,,,,,,
AL,CW,VD,TR,B,E,,,,,,
AL,CW,S,TR,A,L,,,,,,
TR,CW,B,AL,H,B,,,,,,
AL,CC,S,TA,B,L,,,,,,
AL,CC,S,TR,,L,,,,,,
TR,CC,B,TA,B,E,,,,,,
TA,CW,S,TR,,L,,,,,,
AL,CW,B,TA,A,E,,,,,,
TA,CW,B,TR,,L,,,,,,
TA,CW,S,AL,A,E,,,,,,
TR,CW,B,TA,,H,,,,,,
TA,CW,S,TR,,L,,,,,,
TA,CC,B,TR,B,H,,,,,,
TA,CW,S,AL,B,E,,,,,,
TA,CW,S,TR,,L,,,,,,
TA,CW,S,AL,B,E,TR,,L,,,
AL,CW,S,TR,B,E,,,,,,
TA,CW,B,TA,,L,,,,,,
TR,CW,S,TA,B,E,,,,,,
AL,CW,S,TR,,E,,,,,,
AL,CC,D,TR,,L,,,,,,
YU,CW,S,TA,B,E,,,,,,
AL,CC,S,TA,B,L,,,,,,
TA,CC,B,TR,B,H,,,,,,
AL,CC,S,TA,B,L,,,,,,
AL,CC,S,TR,X,L,,,,,,
TA,CW,B,TA,B,E,,,,,,
TR,CW,B,TA,A,E,,,,,,
AL,CW,B,TR,X,E,,,,,,
TR,CW,B,AL,,E,TA,,L,,,
AL,CW,S,TR,X,E,,,,,,
TR,CC,S,TA,,L,AL,,E,,,
TR,CW,D,TA,,L,,,,,,
TR,CW,B,TA,X,L,,,,,,
TR,CW,D,AL,B,E,TA,X,L,,,
AL,CW,S,TR,A,L,,,,,,
TA,CC,VD,TR,X,H,,,,,,
TR,CW,B,TA,X,L,,,,,,
AL,CW,S,TA,X,E,,,,,,
TA,CC,S,AL,X,E,,,,,,
TA,CW,S,TR,X,L,,,,,,
TR,CW,S,TR,B,E,,,,,,
TR,CW,B,TA,A,E,,,,,,
TA,CC,B,AL,B,,,,,,,
AL,CC,B,YU,X,L,,,,,,
AL,CW,B,TR,X,E,,,,,,
TR,CW,B,TA,X,H,,,,,,
TA,CW,S,YU,B,E,,,,,,
TR,CW,D,TA,X,H,,,,,,
TA,CW,B,TR,B,E,,,,,,
TR,CW,B,TA,A,E,,,,,,
TR,CC,B,TA,A,H,,,,,,
TA,CW,B,TR,B,E,,,,,,
TR,CW,B,TA,A,E,,,,,,
AL,CW,S,TA,B,E,,,,,,
AL,CW,S,TA,X,E,,,,,,
TA,CC,S,TR,B,E,,,,,,
TA,CW,S,AL,B,L,,,,,,
TR,CW,S,AL,B,E,,,,,,
AL,CW,S,TR,A,E,,,,,,
TR,CW,B,TA,B,H,,,,,,
TA,CW,S,TR,A,L,,,,,,
TR,CW,B,AL,B,H,,,,,,
AL,CW,S,TR,A,L,,,,,,
AL,CW,S,TA,X,E,,,,,,
AL,CW,S,TR,B,L,,,,,,
TR,CW,B,AL,A,H,,,,,,
TA,CW,B,TR,B,E,,,,,,
TR,CW,B,TA,A,E,,,,,,
TA,CW,B,TR,B,E,,,,,,
TR,CW,B,TA,A,E,,,,,,
TA,CW,B,TR,B,L,,,,,,
TR,CW,D,TA,A,H,,,,,,
TR,CW,D,AL,B,H,,,,,,
AL,CW,S,TR,A,L,,,,,,
TA,CW,VD,TR,B,E,,,,,,
AL,CW,B,TA,B,E,,,,,,
TA,CC,B,AL,A,E,,,,,,
TA,CW,B,AL,B,H,,,,,,
TA,CW,S,AL,B,E,,,,,,
AL,CW,S,AL,B,L,,,,,,
TA,CW,B,AL,A,H,,,,,,
TA,CW,B,AL,B,H,,,,,,
AL,CW,S,TA,A,L,,,,,,
AL,CW,S,TA,B,L,,,,,,
TA,CW,D,AL,A,H,,,,,,
AL,CW,S,TA,B,E,,,,,,
AL,CW,S,TA,B,,,,,,,
TA,CW,S,TR,X,L,,,,,,
AL,CW,S,TR,X,E,TA,X,E,,,
TA,CW,S,TR,X,E,,,,,,
TR,CC,B,TR,B,E,,,,,,
TA,CW,S,TR,X,L,,,,,,
TR,CW,B,TA,B,H,,,,,,
TA,CW,S,TA,A,L,,,,,,
TR,CW,D,TA,B,H,,,,,,
TA,CW,S,TR,A,L,,,,,,
TR,CW,B,TA,B,H,,,,,,
TA,CW,S,TR,A,L,,,,,,
YU,CW,S,YU,A,E,TR,A,L,,,
TR,CW,S,AL,B,H,,,,,,
TR,CW,B,YU,A,H,,,,,,
TR,CW,B,TA,B,E,,,,,,
TA,CW,B,TR,A,E,,,,,,
TR,CW,S,TR,B,E,,,,,,
AL,CW,S,AL,A,E,,,,,,
AL,CW,S,YU,A,E,,,,,,
AL,CW,S,TR,B,L,,,,,,
TR,CW,B,AL,A,H,,,,,,
AL,CW,S,TR,B,L,,,,,,
TA,CW,B,AL,A,H,TA,B,H,,,
TA,CW,S,TR,A,L,,,,,,
TR,CW,B,TA,X,E,,,,,,
TR,CW,D,TA,X,H,,,,,,
AL,CW,S,TR,X,L,,,,,,
TA,CW,S,TR,X,L,,,,,,
TA,CC,S,TR,B,E,,,,,,
AL,CW,S,TA,B,L,,,,,,
TA,CW,B,AL,A,H,,,,,,
TA,CW,S,TR,B,L,,,,,,
TA,CW,S,TR,B,E,,,,,,
TA,CW,S,AL,,,,,,,,
TR,CW,D,AL,,,,,,,,
